PC1,PC2,Cluster
-0.8563211710592405,1.8548423245146712,2
1.7963724890934147,0.7022397583628605,1
-0.7756506098481314,-1.3337106881738994,0
2.084937378392649,0.21738803569268123,3
-0.4066835508659476,-0.34831804563049157,1
2.2589932964891486,1.45833260177218,1
-0.7404094721748062,0.21816825496389353,2
0.5380077662174705,0.012234360495863995,1
0.37801347260740725,-0.4132921301513357,1
0.9958867672263796,0.2340003731050015,3
-0.3183973846499365,-0.685454077026372,1
1.4929814008035007,-1.225687722876491,1
-1.4549601418025635,-0.6592235043270799,0
1.079252751402724,-0.06971212131553653,1
-1.2990242892399155,-1.7830858398871487,0
-1.5846683300215856,0.2810780361930317,2
1.2202349698870378,0.9786956742954601,1
0.5897020744098489,-0.6101491398873963,0
0.035888953477125576,-2.038950029462636,0
-0.7568126306096672,-2.1793256163113743,0
0.8588236986588116,-1.4114032573075166,0
1.5709711290549655,0.822642104783371,1
0.5977958829325029,0.746907868678023,1
1.1657675482817875,1.2410923381685919,3
1.174384744077412,1.1301991873903203,3
-1.0253587523457328,1.1000120559100643,2
-0.05392414001437576,2.0914181163889336,2
-1.5328301069549828,0.556090302870225,2
-0.5058459412747207,0.07213499353359715,1
0.6207046066686547,0.6586499299924289,3
-0.10323169608338778,-0.2538144389559436,0
0.76621271882322,-0.7521586124558506,1
-0.4140706509039043,-0.5915826919364087,0
-1.196642001177891,0.49959391687466215,2
-0.0538530577943726,-1.9196325797114424,0
